,name,type,ingredient,abv,volume,description,imageURL
26,불소곡주,"리큐르, 기타주류","찹쌀, 국내산 멥쌀",43%,700ml,"백제의 1500년 전통이 깃든 한산소곡주는 찹쌀과 누룩을 주원료로 들국화, 메주콩, 생강, 홍고추 등의 웰빙원료의 오묘한 조화 속에 100일간 숙성 후 이를 증류하여 고도주로 빚어내 오래두고 마실 수 있게 한술이다.",https://thesool.com/common/imageView.do?targetId=PR00000647&targetNm=PRODUCT
27,산내울 복분자주,"리큐르, 기타주류","복분자, 설탕, 주정, 정제수, 과당",16%,750ml,"거창 사과 원예 농협에서 생산하는 ‘산내울 복분자주’는 해발 600m 이상에서 자란 청정 복분자를 원료로 한 리큐르주입니다. 복분자의 붉은 빛깔을 그대로 담고 있으며, 향과 맛이 잘 어우러져 거창군을 대표하는 특산물로 자리하고 있습니다. 엄격한 생산과정과 품질을 관리하며 저온 발효탱크에서 발효하여 복분자의 효능뿐 아니라 특유의 아름다운 색과 향을 구현하고 있습니다.",https://thesool.com/common/imageView.do?targetId=PR00000604&targetNm=PRODUCT
28,산내울 사과애주,"리큐르, 기타주류","사과, 설탕, 주정, 정제수, 과당",16%,750ml,거창 사과 원예 농협에서 생산하는 ‘산내울 사과애주’는 해발 600m 이상에서 청정 지역에서 재배된 사과를 엄격한 생산과정과 품질관리를 거쳐 저온발효하여 만든 술입니다. 맑고 우아한 색과 상큼하고 달콤한 향이 혀끝을 간질이고 사과의 청량함이 입 안 가득 퍼지는 제품입니다.,https://thesool.com/common/imageView.do?targetId=PR00000603&targetNm=PRODUCT
29,산내울 오미자주,"리큐르, 기타주류","오미자, 설탕, 주정, 정제수, 과당",16%,750ml,"거창 산내울 오미자주는 해발 600ｍ 이상 고지대에서 자란 청정 오미자를 원료로 사용한다. 고지대로 병충해가 거의 없어 농약을 치지 않고 재배한다. 주원료인 오미자는 단맛, 신맛, 매운맛, 쓴맛, 짠맛 등 5가지 맛을 지닌 약재로 항산화 기능이 뛰어난 ‘안토시아닌’ 물질이 많아 피부미용, 노화방지, 골다공증 예방에 효과가 있다. 산내울 오미자주는 오미자의 다섯 가지 맛과 향을 살려 풍부한 과일향이 스르르 혀끝에 스며들고, 쌉쌀하면서도 깔끔하고 개운한 뒷맛이 특징이다.",https://thesool.com/common/imageView.do?targetId=PR00000638&targetNm=PRODUCT
30,산삼가득 명술,"리큐르, 기타주류","국내산 주정, 국내산 산양산삼 5년근",20%,375ml,"경기도 농업기술원과 대농바이오영농조합법인(우리산삼)이 공동 개발한 술로 5년근 국내산산양산삼을 그대로 숙성시켜 잎과 뿌리가 달린 한 채가 통째로 병에 들어 있다. 산양산삼의 그윽한 향과 맛, 마이크로웨이브 특허기술을 적용하여 사포닌함량이 증진된 고급 산양산삼주이다.",https://thesool.com/common/imageView.do?targetId=PR00000654&targetNm=PRODUCT
31,서울의 밤,"리큐르, 기타주류","매실증류주원액, 벌꿀, 포도당, 노간주나무열매, 정제수",25%,375ml,"천매, 매실원주, 원매 프리미엄, 원매 등 매실주를 전문으로 생산하고 있는 ""더한주류""에서 2018년 새롭게 출시한 황매실을 원료로 증류주입니다. 국내의 다른 매실주는 5~6월경 수확되는 청매를 이용하는 반면, 매실원주는 보다 완숙한 상태에서 7월경 수확되는 황매를 이용합니다. 황매는 청매에 비해 향미가 뛰어나지만 고가인 단점이 있으나 최상의 원료로 최상의 제품을 만든다는 제품 철학으로 황매를 이용합니다. ""서울의 밤""은 스트레이트로 맛을 느끼고, 언더락을 풍부한 향을 느끼고, 칵테일로 완벽한 조화를 경험할 수 있는 새로운 차원의 매실 증류주입니다.",https://thesool.com/common/imageView.do?targetId=PR00000602&targetNm=PRODUCT
32,설궁,"리큐르, 기타주류","자연산 송이버섯, 산양산삼, 토종벌꿀",30%,700ml,"제조사 솔래원의 설궁은 기타주류로 분류되며 강원도 자연산 송이버섯, 자연산 토종벌꿀, 산양산삼 등 천연 원재료를 침출, 숙성시켜서 프랑스산 브랜디, 브랙커런트를 함께 주정에 혼합하여 만든 위스키입니다. 평창 물갈참나무를 팰릿 형태로 만들어 술에 넣은 후 우려내는 방식으로 제조해 전통 방식의 위스키와는 또다른 맛과 향을 자아냅니다.",https://thesool.com/common/imageView.do?targetId=PR00000601&targetNm=PRODUCT
33,송화백일주,"리큐르, 기타주류","송화, 솔잎, 산수유, 오미자, 구기자",38%,700ml,"솔향이 풍부하며 입안에 풍미가 뛰어나고, 여운이 은은하게 오래도록 유지된다. 송화, 솔잎, 산수유, 오미자, 구기자 등의 천연재료를 사용하여 장기 숙성 후 출시한다. 솔향이 안정적으로 잘 잡혀있으며 장미향수가 장미향보다 더 진한 것처럼 송화백일주의 향은 솔향보다 더 짙다.",https://thesool.com/common/imageView.do?targetId=PR00000649&targetNm=PRODUCT
34,술샘16,"리큐르, 기타주류","쌀(국내산), 오미자(국내산), 주정, 정백당",16%,375ml,"술샘16은 국내산 오미자 100%를 증류주에 침출하여 향이 살아있게 만든 술이다. 오미자 특유의 5가지(단맛, 신맛, 쓴맛, 매운맛, 짠맛) 신비한 맛을 그대로 느낄 수 있다.",https://thesool.com/common/imageView.do?targetId=PR00000629&targetNm=PRODUCT
35,술샘19,"리큐르, 기타주류","주정, 증류식소주, 정백당, 생강, 강황(국내산)",19%,375ml,술샘19는 투명하면서 아름다운 레몬 빛깔로 눈을 즐겁게 하며 한 모금 마셨을 때 입안에 가득 퍼지는 강황의 향과 맛이 일품이다. 국내산 강황을 증류주에 침출하여 향이 살아있게 만들었다. 은은하게 퍼지는 특유의 향과 맛이 특징이다.,https://thesool.com/common/imageView.do?targetId=PR00000628&targetNm=PRODUCT
36,아이엠더문,"리큐르, 기타주류","사과(국내산), 포도(국내산), 딸기(국내산), 블러드 오렌지, 망고 농축액, 증류식 소주원액",17%,750ml,투명한 로제 와인 컬러로 눈을 사로잡고 세련된 패키지를 가지고 있는 술로 음식과 함께 혹은 식전주나 디저트로 좋은 달콤한 과실주입니다. 부드러운 과일의 향이 느껴지며 입안에서 달고 부드러운 과일향이 감도는 술입니다. 증류식 소주 이도를 10% 첨가해 17도라는 높은 도수를 가지고 있지만 부드러운 목넘김이 느껴지고 마실수록 개운한 끝 맛을 느낄 수 있습니다.,https://thesool.com/common/imageView.do?targetId=PR00000620&targetNm=PRODUCT
37,애피소드호프,"리큐르, 기타주류","사과과즙, 보리, 쌀, 홉",3.5%,500ml,&quot;애피소드 호프&quot;는 한국애플리즈에서 2030대 젊은 층을 위해 출시한 LTD 제품이다. 애플사이다에 맥주의 풍미를 느낄 수 있는 홉을 가미한 제품으로 색다른 맛을 느낄 수 있는 제품으로 젊은층에게 호응을 얻고 있다. 달콤새콤한 사과향과 은근한 맥주향이 어우러진 제품으로 이국적인 맛을 선사한다.,https://thesool.com/common/imageView.do?targetId=PR00000634&targetNm=PRODUCT
38,어우야,"리큐르, 기타주류","야관문(제주산), 정제수, 포도당, 효모",16%,365ml,"""어우야""는 제주바다의 해풍을 맞고 자란 야관문(비수리)을 재료로 3대째 내려오는 전통제조방식으로 45일간의 시간 동안 정성으로 만든 100% 발효주입니다. 풀잎향, 배향, 계피 향이 배어 나오고 달콤하면서 가벼운 맛을 냅니다. 알코올 맛이 덜하고 끝 맛은 와인처럼 약간의 탄닌감을 남깁니다. 얼음과 토닉을 첨가해서 칵테일로 마셔도 좋습니다.",https://thesool.com/common/imageView.do?targetId=PR00000600&targetNm=PRODUCT
39,오매락퍽,"리큐르, 기타주류",국내산 배증류원액,40%,500ml,‘오매락’은 매실을 뜻하는 ‘오매’와 증류주를 의미하는 ‘아락’의 합성어다. 최고의 맛과 품질을 위해 꿀배로 유명한 전라남도 나주배 증류원액과 청매실로 빚어 황토로 구운 토기 안에 담아 만든 프리미엄전통주다. 내장된 나무망치로 토기를 깨뜨려 술을 꺼내는 참신하고 독특한 디자인이 특징이다. 토기를 깨는 것은 새로운 시작과 성장을 축하하는 의미를 담아냈다. 토기를 깨는 순간의 유쾌한 소리와 손맛은 특별한 날에 어울리는 색 다른 즐거움을 선사한다. 오매락퍽은 언더락스로 마시면 더욱 좋다.,https://thesool.com/common/imageView.do?targetId=PR00000655&targetNm=PRODUCT
40,오목대,"리큐르, 기타주류","보리(국내산), 맥아(국내산), 말토텍스트린, 호프펠렛, 효모, 정제효소제, 정제수",5%,"1,000ml","""오목대""는 검은 빛이 감돌아 전주 한옥마을의 기와지붕을 떠올리게 하는 술입니다. 구운 맥아를 사용하여 초콜릿 또는 커피와 같은 구수하고 달콤한 향과 여운이 매력적인 제품입니다. 제조사 전주술로시티는 3013년 설립 때부터 국산 보리를 원료로 사용하여 제품을 생산하였으며 2018년부터는 전북의 무농약 보리를 사용하여 보다 자연친화적이고 맛 있는 술을 생산하고 있습니다.",https://thesool.com/common/imageView.do?targetId=PR00000599&targetNm=PRODUCT
41,우도 땅콩 전통주,"리큐르, 기타주류","정제수, 전분당, 백미, 국, 땅콩분, 효모, 젖산 등",6%,750ml,"연간 1,200만 명 이상의 관광객이 드나드는 제주도에 가면 빼놓을 수 없는 관광지인 우도, 우도는 섬이지만 땅이 비옥하여 어업보다는 농업이 발달한 섬입니다. 여기에서 재배하는 땅콩은 작고 고소하기로 소문 나 있는데 이 땅콩을 원료로 고소한 맛과 향과 맛을 그대로 느껴볼 수 있는 술이 있습니다. 청주에서 나오는 조은술 세종의 우도 땅콩 전통주를 소개합니다.",https://thesool.com/common/imageView.do?targetId=PR00000597&targetNm=PRODUCT
42,원매,"리큐르, 기타주류","매실원주액, 매실청, 꿀, 카라멜, 효소처리스테비아, 정제수",15%,750ml,"제조사 ""더한""에서 제조하는 매실주는 특별합니다. 국내의 다른 매실주는 5~6월경 수확되는 청매를 이용하는 반면, 매실원주는 보다 완숙한 상태에서 7월경 수확되는 황매를 이용합니다. 황매는 청매에 비해 향미가 뛰어나지만 고가인 단점이 있으나 최상의 원료로 최상의 제품을 만든다는 제품 철학으로 황매를 이용합니다. 또한 천연꿀을 첨가하여 숙취 해소에 도움이 되어 음주 후 머리가 아프지 않은 것이 특징입니다. ""원매""는 황매실 100%로 3년 이상 숙성 시켜 매실청으로 만든 프리미엄 매실주입니다. 국내외 주류품평회에서 수많은 수상 기록이 말해주듯 ""원매""의 제품력은 단연 최고입니다.",https://thesool.com/common/imageView.do?targetId=PR00000598&targetNm=PRODUCT
43,원매 프리미엄,"리큐르, 기타주류",국내산 황매실,20%,700ml,원매프리미엄은 보다 완숙한 상태에서 7월경 수확되는 황매 100%를 이용한다. 황매는 청매에 비하여 고가인 단점이 있으나 향미가 뛰어나 최상의 원료로 최상의 제품을 만든다는 제품철학으로 황매를 이용하고 있다. 매실주는 자체 당분만으로 양조가 어려운 과실이기에 인위적으로 당을 첨가하여 양조하여 리큐르로 만들어진다. 좋은 술을 만들겠다는 고집으로 1년 이상 숙성한 100% 매실주원액만을 사용하고 설탕대신 제주도산 천연꿀을 가미하여 다른 매실주에서 느낄 수 없는 매실본연의 진한 풍미를 느낄 수 있다.,https://thesool.com/common/imageView.do?targetId=PR00000656&targetNm=PRODUCT
44,이담,"리큐르, 기타주류","국내산 쌀, 국내산 배",55%,700ml,"이담(梨 )은 국내산 쌀과 배를 이용하여 정성스레 담가 증류하여 장기간 숙성한 55도의 고도주이다. 배의 향과 맛을 느낄 수 있으며, 자칫 날카로워질 수 있는 고도주의 풍미를 부드럽게 감싸주고, 한결 은은하면서도 그윽이 퍼지는 배의 향으로 고도주의 증류주를 편안히 즐길 수 있다.",https://thesool.com/common/imageView.do?targetId=PR00000642&targetNm=PRODUCT
45,인어교주해적술,"리큐르, 기타주류","정제수, 증류원액(쌀, 국내산), 포도당, 포도과육(국내산), 효소처리스테비아, 포도향(합성향료), 구연산(산도조절제), 진주빛색소, 식용색소청색 제 1호(착색료), 이산화탄소",15%,360ml,"신선한 포도의 새콤한 신맛과 달달함이 톡! 쏘는 탄산과 어우러져 바다의 청량함을 느낄 수 있는 리큐르주이다. 홈술이나 홈파티, 홈바로 가볍게 즐기기 좋으며, 소중한 기념일이나 특별한 날을 위한 이벤트주로도 아주 좋다.",https://thesool.com/common/imageView.do?targetId=PR00000783&targetNm=PRODUCT
46,자연송이주,"리큐르, 기타주류",자연송이버섯,18%,720ml,제조사 솔래원의 `자연송이주`는 청정지역 강원도에서 채취한 자연산 송이버섯으로 제조하고 5년 동안 숙성시켜 송이버섯 고유의 깊은 맛과 영양성분을 그대로 담아 빚은 고급 송이주입니다.,https://thesool.com/common/imageView.do?targetId=PR00000689&targetNm=PRODUCT
47,장수홍삼주,"리큐르, 기타주류",국내산 인삼,25%,750ml,"홍국으로 제조된 원나라의 홍주가 우리나라에 전해진 이후 고려시대 말부터 국내에서 제조되어 홍노라고 했으며, 홍국대 신지초를 사용하여 홍색가향약용주인 지초주(芝草酒)에서 유래하였다. 직접인삼을 재배하여 홍삼을 만들고 그 홍삼만으로 홍삼주를 제조하는 방법으로 홍삼이 잘 우러나지 않는 단점 등을 개선하여 다량(48.4mg/100ml)의 사포닌 성분이 함유되었다. 집에서 담근 인삼주와는 다르게 풍부한 홍삼의 맛과 향을 느낄 수 있으며 인삼주에서 느껴지는 흙냄새 등의 잡내가 없고 숙취가 없다.",https://thesool.com/common/imageView.do?targetId=PR00000657&targetNm=PRODUCT
48,제주감귤주 귤로만,"리큐르, 기타주류",감귤원액(제주),7%,750ml,"감귤로 착색, 착향시켜 만든 과실주가 아닌 오로지 감귤만을 이용하여 술을 빚은 과실주로 ‘귤로만’이란 이름을 붙였다. 자연이 준 제주의 맑은 공기와 기름진 토양에서 자란 제주산 감귤만을 100% 사용하여 청정 제주의 물로 발효시킨 탁주이다. 순수100% 제주도산 감귤과즙으로만 발효하여 감귤의 비타민A, 비타민C, 구연산, 칼슘, 칼륨 등이 풍부하며 껍질까지 통째로 갈아 탁주효모로 발효시켜 새콤달콤하면서 쌉싸름한 맛을 낸다.",https://thesool.com/common/imageView.do?targetId=PR00000637&targetNm=PRODUCT
